Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level
Post_2741,TikTok,Organic,Event / Webinar,Live Stream,Australia,133.7751,-25.2744,29370,208812,44711,11331,5855,0.140657136,234889,0,136262,4368,0.0186,#EventRecap,2024-10-04 10:24:00,2024-10-04 00:00:00,10,Medium
Post_2742,Instagram,Organic,Educational,Image,Canada,-106.3468,56.1304,84876,354840,42805,28356,7794,0.2391963988,421631,0,0,,,#SuccessStory,2024-09-23 10:03:00,2024-09-23 00:00:00,10,High
Post_2743,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,14243,66399,12330,2489,3410,0.2145157495,77453,64264,0,,,#CustomerStory,2024-05-21 14:23:00,2024-05-21 00:00:00,14,High
Post_2744,YouTube,Sponsored,Educational,Video,UK,-3.436,55.3781,30921,205882,38850,13543,11439,0.1501904544,260884,197382,0,,,#CustomerStory,2024-04-01 17:33:00,2024-04-01 00:00:00,17,Medium
Post_2745,Instagram,Organic,Educational,Image,Japan,138.2529,36.2048,16758,94897,16652,6494,5228,0.1765962053,106356,0,0,,,#SuccessStory,2025-01-06 16:18:00,2025-01-06 00:00:00,16,Medium
Post_2746,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,89458,400519,63173,27558,14925,0.223357544,467183,384623,0,,,#CustomerStory,2024-06-24 12:37:00,2024-06-24 00:00:00,12,High
Post_2747,X.com,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,367334,3296975,824147,180178,93435,0.1114155351,3734052,3296975,0,,,#ProductDemo,2024-11-04 11:03:00,2024-11-04 00:00:00,11,Medium
Post_2748,X.com,Organic,Educational,Image,Japan,138.2529,36.2048,19464,100892,10730,5845,4215,0.1929198137,115122,0,0,,,#SuccessStory,2024-05-22 15:02:00,2024-05-22 00:00:00,15,Medium
Post_2749,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,613305,2805024,389518,132411,167232,0.2186453004,3295490,2805024,0,,,#CustomerStory,2025-03-10 10:59:00,2025-03-10 00:00:00,10,High
Post_2750,Instagram,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,282043,2652179,567885,139600,137207,0.1063440661,3325314,2652179,0,,,#ProductDemo,2024-09-01 16:43:00,2024-09-01 00:00:00,16,Medium
Post_2751,YouTube,Organic,Educational,Video,Germany,10.4515,51.1657,72036,338985,81655,19999,9999,0.2125050766,399909,310217,0,,,#CustomerStory,2025-03-10 17:23:00,2025-03-10 00:00:00,17,High
Post_2752,X.com,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,292530,2315574,494944,144825,62779,0.1263317769,2570861,2315574,0,,,#ProductDemo,2025-02-20 11:21:00,2025-02-20 00:00:00,11,Medium
Post_2753,Instagram,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,101973,1161326,203174,78200,49364,0.08780754955,1296806,1161326,0,,,#ProductDemo,2024-05-10 12:48:00,2024-05-10 00:00:00,12,Medium
Post_2754,YouTube,Organic,Educational,Video,India,78.9629,20.5937,71969,332192,42466,13608,10070,0.2166507387,402975,326046,0,,,#CustomerStory,2024-08-02 11:52:00,2024-08-02 00:00:00,11,High
Post_2755,TikTok,Organic,Educational,Video,Germany,10.4515,51.1657,24023,105607,11630,4073,6270,0.227482731,126064,93411,0,1273,0.0101,#SuccessStory,2024-05-16 12:53:00,2024-05-16 00:00:00,12,High
Post_2756,TikTok,Organic,Product Promotion,Video,Germany,10.4515,51.1657,74930,503858,115938,36498,20386,0.1487125478,625457,432001,0,14510,0.0232,#FeatureHighlight,2025-03-10 12:42:00,2025-03-10 00:00:00,12,Medium
Post_2757,Instagram,Organic,Product Promotion,Video,USA,-95.7129,37.0902,243523,2448629,344908,175329,57172,0.09945296277,3072117,2448629,0,,,#ProductDemo,2025-03-07 17:46:00,2025-03-07 00:00:00,17,Low
Post_2758,Instagram,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,76569,1268350,145848,93933,40800,0.06036976533,1561184,1268350,0,,,#TrendingNow,2024-10-05 17:34:00,2024-10-05 00:00:00,17,Low
Post_2759,Instagram,Sponsored,Educational,Image,Australia,133.7751,-25.2744,4860,21676,4266,1677,469,0.2242317191,27827,0,0,,,#SuccessStory,2025-03-28 11:12:00,2025-03-28 00:00:00,11,High
Post_2760,YouTube,Organic,Educational,Video,Australia,133.7751,-25.2744,38799,228656,43756,16089,8084,0.169686752,273099,211273,0,,,#CustomerStory,2024-09-07 17:18:00,2024-09-07 00:00:00,17,Medium
Post_2761,TikTok,Sponsored,Educational,Video,Japan,138.2529,36.2048,420414,1822015,328325,56500,47999,0.2307417321,2238048,1822015,0,30437,0.0136,#CustomerStory,2024-10-19 11:58:00,2024-10-19 00:00:00,11,High
Post_2762,X.com,Organic,Educational,Text,Canada,-106.3468,56.1304,88150,352795,73221,20860,9078,0.2498640619,419501,0,0,,,#SuccessStory,2024-06-10 18:22:00,2024-06-10 00:00:00,18,High
Post_2763,YouTube,Organic,Educational,Video,USA,-95.7129,37.0902,65977,359563,77801,12296,19996,0.183493357,429445,351574,0,,,#CustomerStory,2024-03-22 16:11:00,2024-03-22 00:00:00,16,Medium
Post_2764,X.com,Organic,Educational,Text,Brazil,-51.9253,-14.235,57743,248716,52623,9202,11647,0.2321654455,285343,0,0,,,#SuccessStory,2025-03-04 16:22:00,2025-03-04 00:00:00,16,High
Post_2765,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,77223,435725,53481,15077,12893,0.1772296362,488013,431787,0,,,#CustomerStory,2024-11-11 15:29:00,2024-11-11 00:00:00,15,Medium
Post_2766,Instagram,Organic,Educational,Image,Germany,10.4515,51.1657,40977,245901,50111,7734,10994,0.1666435598,277411,0,0,,,#SuccessStory,2024-06-15 18:45:00,2024-06-15 00:00:00,18,Medium
Post_2767,Instagram,Sponsored,Educational,Image,UK,-3.436,55.3781,56019,305466,31829,23395,12499,0.1833909226,338653,0,0,,,#SuccessStory,2025-03-07 19:43:00,2025-03-07 00:00:00,19,Medium
Post_2768,TikTok,Organic,Product Promotion,Video,Japan,138.2529,36.2048,139611,1002019,151680,33910,35789,0.1393305357,1236476,1002019,0,30170,0.0244,#ProductDemo,2025-02-02 15:27:00,2025-02-02 00:00:00,15,Medium
Post_2769,TikTok,Sponsored,Educational,Video,Canada,-106.3468,56.1304,2911,18781,2213,793,450,0.1550375529,23692,17572,0,566,0.0239,#SuccessStory,2025-01-05 10:36:00,2025-01-05 00:00:00,10,Medium
Post_2770,X.com,Organic,Entertainment,Video,UK,-3.436,55.3781,86440,1550945,186556,92697,52281,0.05573400792,1776135,1550945,0,,,#TrendingNow,2024-09-24 17:45:00,2024-09-24 00:00:00,17,Low
Post_2771,X.com,Organic,Entertainment,Text,Canada,-106.3468,56.1304,34609,369230,59084,22021,14640,0.09373385868,428564,0,0,,,#FunContent,2024-04-02 10:38:00,2024-04-02 00:00:00,10,Low
Post_2772,Instagram,Organic,Educational,Image,Canada,-106.3468,56.1304,73226,462084,84958,29330,9735,0.1584707823,551346,0,0,,,#SuccessStory,2025-04-11 11:31:00,2025-04-11 00:00:00,11,Medium
Post_2773,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,330245,2807871,652607,94055,103229,0.117614302,3416059,2807871,0,,,#ProductDemo,2024-02-26 11:32:00,2024-02-26 00:00:00,11,Medium
Post_2774,Instagram,Organic,Educational,Image,Canada,-106.3468,56.1304,41224,267798,32687,18283,13328,0.1539404018,342960,0,0,,,#SuccessStory,2024-08-25 12:32:00,2024-08-25 00:00:00,12,Medium
Post_2775,LinkedIn,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,56727,601933,140947,19778,26411,9%,730631,528854,0,,,#FunContent,3:37:00 PM,4/15/2024,15,Low
Post_2776,X.com,Organic,Event / Webinar,Text,Brazil,-51.9253,-14.235,51850,347758,36636,19361,15433,0.1490992811,395838,0,0,,,#EventRecap,2024-01-14 10:22:00,2024-01-14 00:00:00,10,Medium
Post_2777,TikTok,Organic,Product Promotion,Live Stream,India,78.9629,20.5937,19637,200823,45928,9462,6158,0.09778680017,260462,0,277783,4688,0.018,#FeatureHighlight,2024-05-15 18:24:00,2024-05-15 00:00:00,18,Low
Post_2778,Instagram,Sponsored,Entertainment,Video,Japan,138.2529,36.2048,224569,3632970,379096,248990,88693,0.06181429532,4016237,3632970,0,,,#TrendingNow,2024-01-31 12:50:00,2024-01-31 00:00:00,12,Low
Post_2779,YouTube,Organic,Entertainment,Video,Germany,10.4515,51.1657,20353,311351,69399,20403,18452,0.06537088404,386792,273472,0,,,#TrendingNow,2025-01-15 11:14:00,2025-01-15 00:00:00,11,Low
Post_2780,YouTube,Organic,Entertainment,Video,India,78.9629,20.5937,85246,1305908,212521,84814,78326,0.06527764301,1621974,1305908,0,,,#TrendingNow,2024-03-31 11:38:00,2024-03-31 00:00:00,11,Low
Post_2781,YouTube,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,84211,568591,129423,44190,16170,0.1481056717,682755,0,1520832,,,#ProductDemo,2024-01-13 16:54:00,2024-01-13 00:00:00,16,Medium
Post_2782,TikTok,Organic,Entertainment,Video,Japan,138.2529,36.2048,96357,1514730,207700,90919,45901,0.06361375939,1767222,1514730,0,42766,0.0242,#TrendingNow,2025-04-25 16:01:00,2025-04-25 00:00:00,16,Low
Post_2783,X.com,Organic,Educational,Image,Australia,133.7751,-25.2744,125039,754812,126359,41257,24111,0.1656560693,854290,0,0,,,#SuccessStory,2025-04-27 10:18:00,2025-04-27 00:00:00,10,Medium
Post_2784,YouTube,Organic,Product Promotion,Video,India,78.9629,20.5937,9524,85594,9167,3406,3704,0.1112736849,107610,85594,0,,,#ProductDemo,2024-12-24 12:12:00,2024-12-24 00:00:00,12,Medium
Post_2785,Instagram,Organic,Educational,Video,USA,-95.7129,37.0902,282476,1375143,333781,90368,45476,0.2054162023,1592289,1375143,0,,,#CustomerStory,2025-03-26 11:00:00,2025-03-26 00:00:00,11,High
Post_2786,Instagram,Sponsored,Educational,Image,Brazil,-51.9253,-14.235,65756,356596,63671,12109,8810,0.1843995608,404797,0,0,,,#SuccessStory,2024-04-02 11:30:00,2024-04-02 00:00:00,11,Medium
Post_2787,Instagram,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,210676,2058414,209104,131071,76053,0.1023488153,2474564,2058414,0,,,#ProductDemo,2025-03-29 11:54:00,2025-03-29 00:00:00,11,Medium
Post_2788,TikTok,Organic,Educational,Live Stream,USA,-95.7129,37.0902,86258,404409,53429,23289,23927,0.2132946342,450790,0,120979,7032,0.0156,#SuccessStory,2024-07-16 10:56:00,2024-07-16 00:00:00,10,High
Post_2789,Instagram,Organic,Educational,Image,USA,-95.7129,37.0902,30462,169682,26607,12031,9589,0.1795294391,193512,0,0,,,#SuccessStory,2024-11-15 15:48:00,2024-11-15 00:00:00,15,Medium
Post_2790,TikTok,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,195784,1384315,251173,85612,56581,0.1414304099,1642926,1384315,0,39101,0.0238,#ProductDemo,2024-03-18 15:26:00,2024-03-18 00:00:00,15,Medium
Post_2791,YouTube,Organic,Educational,Video,Canada,-106.3468,56.1304,48679,244684,39194,17073,12367,0.1989467024,275709,237003,0,,,#CustomerStory,2024-06-14 10:49:00,2024-06-14 00:00:00,10,Medium
Post_2792,YouTube,Organic,Product Promotion,Live Stream,Canada,-106.3468,56.1304,13058,111004,12574,8370,4597,0.1176411691,141148,0,587226,,,#ProductDemo,2025-02-04 10:57:00,2025-02-04 00:00:00,10,Medium
Post_2793,TikTok,Sponsored,Entertainment,Video,Brazil,-51.9253,-14.235,73551,1009210,231215,35201,29890,0.07287991341,1192187,900398,0,14663,0.0123,#FunContent,2024-10-01 17:49:00,2024-10-01 00:00:00,17,Low
Post_2794,Instagram,Organic,Educational,Image,UK,-3.436,55.3781,71432,421230,96830,32411,25151,0.1695805389,544161,0,0,,,#SuccessStory,2025-03-11 08:03:00,2025-03-11 00:00:00,8,Medium
Post_2795,YouTube,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,24340,209384,47004,15626,5752,0.1162490664,256271,0,1876042,,,#WebinarReplay,2024-12-21 16:48:00,2024-12-21 00:00:00,16,Medium
Post_2796,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,125072,1289762,218691,45370,49414,0.09697299071,1515675,1289762,0,,,#ProductDemo,2024-03-17 19:37:00,2024-03-17 00:00:00,19,Low
Post_2797,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,19365,92219,9461,7349,3849,0.2099921041,110176,87997,0,,,#CustomerStory,2024-06-22 15:16:00,2024-06-22 00:00:00,15,High
Post_2798,Instagram,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,316707,3498125,850718,132204,96441,0.09053632415,4413244,3498125,0,,,#ProductDemo,2025-01-22 19:18:00,2025-01-22 00:00:00,19,Low
Post_2799,X.com,Organic,Educational,Image,USA,-95.7129,37.0902,72466,330636,46530,10467,13450,0.2191732998,376705,0,0,,,#SuccessStory,2024-10-26 10:17:00,2024-10-26 00:00:00,10,High
Post_2800,TikTok,Organic,Educational,Video,Canada,-106.3468,56.1304,28453,185548,39647,11515,10565,0.1533471082,233159,169699,0,3637,0.0156,#SuccessStory,2024-11-23 12:34:00,2024-11-23 00:00:00,12,Medium
Post_2801,Instagram,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,31167,299773,58833,19019,15975,0.1039691905,364153,0,286401,,,#EventRecap,2024-03-12 08:14:00,2024-03-12 00:00:00,8,Medium
Post_2802,TikTok,Organic,Educational,Video,Australia,133.7751,-25.2744,38878,197065,38525,8847,5380,0.1972874368,241073,189396,0,5062,0.021,#SuccessStory,2025-02-09 16:40:00,2025-02-09 00:00:00,16,Medium
Post_2803,X.com,Organic,Event / Webinar,Text,USA,-95.7129,37.0902,32053,237569,23776,14352,8192,0.1349246572,297071,0,0,,,#EventRecap,2025-01-29 17:33:00,2025-01-29 00:00:00,17,Medium
Post_2804,YouTube,Organic,Educational,Video,Australia,133.7751,-25.2744,366520,1940935,335588,97734,89327,0.1888372625,2273277,1940935,0,,,#CustomerStory,2024-01-01 17:05:00,2024-01-01 00:00:00,17,Medium
Post_2805,X.com,Organic,Educational,Video,Australia,133.7751,-25.2744,670768,3259268,688728,211224,181303,0.2058034466,4052137,3259268,0,,,#CustomerStory,2025-02-03 17:43:00,2025-02-03 00:00:00,17,High
Post_2806,TikTok,Organic,Entertainment,Video,UK,-3.436,55.3781,2062,31184,7786,1478,1662,0.0661498201,38653,28996,0,699,0.0181,#FunContent,2024-02-20 16:49:00,2024-02-20 00:00:00,16,Low
Post_2807,Instagram,Organic,Educational,Live Stream,UK,-3.436,55.3781,31174,140753,30661,10559,4045,0.2214856424,172436,0,256853,,,#SuccessStory,2024-12-17 16:21:00,2024-12-17 00:00:00,16,High
Post_2808,YouTube,Organic,Educational,Live Stream,Germany,10.4515,51.1657,86322,370049,91932,19961,10780,0.2332737671,435315,0,1480757,,,#CustomerStory,2024-08-25 17:08:00,2024-08-25 00:00:00,17,High
Post_2809,TikTok,Organic,Educational,Video,India,78.9629,20.5937,480580,2131365,510853,154562,48396,0.2254801714,2767956,2131365,0,48716,0.0176,#CustomerStory,2024-12-24 13:30:00,2024-12-24 00:00:00,13,High
Post_2810,YouTube,Organic,Entertainment,Video,Japan,138.2529,36.2048,34875,356663,73047,13593,7310,0.09778342633,404547,339772,0,,,#TrendingNow,2024-10-21 14:32:00,2024-10-21 00:00:00,14,Low
Post_2811,Instagram,Organic,Educational,Image,UK,-3.436,55.3781,50596,325937,61248,22534,16246,0.1552332737,361829,0,0,,,#SuccessStory,2024-06-05 19:20:00,2024-06-05 00:00:00,19,Medium
Post_2812,Instagram,Organic,Product Promotion,Video,USA,-95.7129,37.0902,196014,1409336,329610,58278,59383,0.1390827937,1731873,1409336,0,,,#ProductDemo,2024-02-20 16:17:00,2024-02-20 00:00:00,16,Medium
Post_2813,X.com,Organic,Educational,Text,Canada,-106.3468,56.1304,28079,180130,43337,10684,8640,0.1558871401,217062,0,0,,,#SuccessStory,2024-12-25 16:00:00,2024-12-25 00:00:00,16,Medium
Post_2814,TikTok,Organic,Entertainment,Video,Canada,-106.3468,56.1304,41395,496258,111762,15709,15252,0.08341571908,592497,442402,0,7702,0.013,#FunContent,2024-01-25 17:28:00,2024-01-25 00:00:00,17,Low
Post_2815,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,282348,2160896,343689,94287,43509,0.1306624774,2688081,2160896,0,,,#ProductDemo,2024-01-20 10:07:00,2024-01-20 00:00:00,10,Medium
Post_2816,Instagram,Organic,Educational,Image,Canada,-106.3468,56.1304,32485,205887,46339,10243,8764,0.1577852925,235851,0,0,,,#SuccessStory,2024-02-13 12:24:00,2024-02-13 00:00:00,12,Medium
Post_2817,YouTube,Organic,Educational,Video,USA,-95.7129,37.0902,77194,472048,112219,23161,23889,0.1635307349,575680,456861,0,,,#CustomerStory,2024-04-14 10:10:00,2024-04-14 00:00:00,10,Medium
Post_2818,YouTube,Organic,Event / Webinar,Live Stream,Canada,-106.3468,56.1304,25204,232513,55582,11606,7618,0.1083986114,297018,0,573866,,,#WebinarReplay,2024-01-18 17:33:00,2024-01-18 00:00:00,17,Medium
Post_2819,YouTube,Organic,Product Promotion,Live Stream,USA,-95.7129,37.0902,253740,1887591,189898,94534,51855,0.1344257133,2312072,0,1519038,,,#ProductDemo,2025-01-16 15:43:00,2025-01-16 00:00:00,15,Medium
Post_2820,X.com,Organic,Educational,Image,USA,-95.7129,37.0902,79710,361229,62539,11568,16705,0.2206642602,458185,0,0,,,#SuccessStory,2025-04-27 16:17:00,2025-04-27 00:00:00,16,High
Post_2821,TikTok,Organic,Educational,Video,Canada,-106.3468,56.1304,73386,329991,42924,24565,10852,0.2223899498,363874,315802,0,6513,0.0179,#SuccessStory,2025-01-02 12:12:00,2025-01-02 00:00:00,12,High
Post_2822,Instagram,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,290589,2400596,543755,185064,110961,0.1210490371,2751772,2400596,0,,,#ProductDemo,2024-03-06 10:18:00,2024-03-06 00:00:00,10,Medium
Post_2823,Instagram,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,39730,227824,53464,8538,12083,0.1743894586,263879,0,423434,,,#EventRecap,2025-01-30 12:48:00,2025-01-30 00:00:00,12,Medium
Post_2824,Instagram,Organic,Product Promotion,Video,Germany,10.4515,51.1657,84682,764084,181883,39254,26438,0.1108282484,963085,764084,0,,,#ProductDemo,2024-08-04 18:32:00,2024-08-04 00:00:00,18,Medium
Post_2825,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,592591,3469762,671136,130617,186644,0.1707872595,3952596,3469762,0,,,#CustomerStory,2024-08-24 17:23:00,2024-08-24 00:00:00,17,Medium
Post_2826,X.com,Organic,Product Promotion,Video,USA,-95.7129,37.0902,282520,2234931,536031,95048,110305,0.1264113018,2585661,2234931,0,,,#ProductDemo,2024-05-20 16:35:00,2024-05-20 00:00:00,16,Medium
Post_2827,YouTube,Sponsored,Product Promotion,Video,Germany,10.4515,51.1657,142880,1132904,240383,65528,62670,0.1261190531,1315839,1132904,0,,,#ProductDemo,2025-01-19 09:27:00,2025-01-19 00:00:00,9,Medium
Post_2828,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,25995,139123,28353,9411,3625,0.1868493076,164181,118715,0,2462,0.015,#SuccessStory,2024-03-30 12:22:00,2024-03-30 00:00:00,12,Medium
Post_2829,TikTok,Organic,Product Promotion,Live Stream,India,78.9629,20.5937,3815,29245,4337,1881,837,0.1304622445,36318,0,283761,443,0.0122,#FeatureHighlight,2024-11-20 13:19:00,2024-11-20 00:00:00,13,Medium
Post_2830,Instagram,Organic,Educational,Live Stream,UK,-3.436,55.3781,53306,223715,41337,13550,5091,0.2382779571,284765,0,214179,,,#SuccessStory,2024-10-28 11:36:00,2024-10-28 00:00:00,11,High
Post_2831,Instagram,Organic,Educational,Image,Germany,10.4515,51.1657,107711,547063,103572,36234,20685,0.1968913388,608374,0,0,,,#SuccessStory,2024-11-10 12:22:00,2024-11-10 00:00:00,12,Medium
Post_2832,X.com,Organic,Entertainment,Video,Germany,10.4515,51.1657,124285,2042380,448588,64845,98087,0.06085340738,2255980,2042380,0,,,#TrendingNow,2025-04-25 16:58:00,2025-04-25 00:00:00,16,Low
Post_2833,X.com,Organic,Entertainment,Text,Canada,-106.3468,56.1304,31364,484820,85881,29020,18569,0.06469220026,566343,0,0,,,#FunContent,2024-02-21 15:32:00,2024-02-21 00:00:00,15,Low
Post_2834,TikTok,Organic,Educational,Live Stream,India,78.9629,20.5937,44531,258031,43909,11758,9682,0.172582602,302356,0,191551,4656,0.0154,#SuccessStory,2024-06-09 10:53:00,2024-06-09 00:00:00,10,Medium
Post_2835,X.com,Organic,Product Promotion,Image,India,78.9629,20.5937,9720,109779,18833,8049,2291,0.08855005655,135677,0,0,,,#FeatureHighlight,2024-09-01 15:12:00,2024-09-01 00:00:00,15,Low
Post_2836,Instagram,Organic,Educational,Video,Germany,10.4515,51.1657,447214,2002991,251242,141959,69614,0.22327337,2320986,2002991,0,,,#CustomerStory,2024-11-18 17:09:00,2024-11-18 00:00:00,17,High
Post_2837,Instagram,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,296514,2339779,549237,143882,116129,0.1267276464,2965176,2339779,0,,,#ProductDemo,2025-03-12 11:22:00,2025-03-12 00:00:00,11,Medium
Post_2838,Instagram,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,41091,357311,38664,24583,15917,0.1150006648,398009,0,303431,,,#EventRecap,2024-07-10 10:20:00,2024-07-10 00:00:00,10,Medium
Post_2839,Instagram,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,259263,2150629,391361,167058,58766,0.1205524,2626362,2150629,0,,,#ProductDemo,2024-06-10 18:08:00,2024-06-10 00:00:00,18,Medium
Post_2840,LinkedIn,Organic,Product Promotion,Video,Germany,10.4515,51.1657,57469,428917,56504,26036,20976,13%,533770,376843,0,,,#FeatureHighlight,5:32:00 PM,3/22/2025,17,Medium
Post_2841,TikTok,Sponsored,Product Promotion,Video,India,78.9629,20.5937,270626,2260965,252302,106634,107361,0.1196951563,2712518,2260965,0,46384,0.0171,#ProductDemo,2024-12-26 11:26:00,2024-12-26 00:00:00,11,Medium
Post_2842,X.com,Organic,Educational,Text,Australia,133.7751,-25.2744,67652,281008,36138,16196,10199,0.2407484238,331029,0,0,,,#SuccessStory,2024-09-08 10:43:00,2024-09-08 00:00:00,10,High
Post_2843,YouTube,Organic,Educational,Video,Canada,-106.3468,56.1304,36197,212240,22066,6983,11513,0.1705490146,274239,210714,0,,,#CustomerStory,2024-03-20 17:27:00,2024-03-20 00:00:00,17,Medium
Post_2844,YouTube,Organic,Event / Webinar,Live Stream,Brazil,-51.9253,-14.235,50876,376579,76543,18158,21669,0.1351010246,464156,0,1766500,,,#WebinarReplay,2024-04-08 15:18:00,2024-04-08 00:00:00,15,Medium
Post_2845,X.com,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,160826,1544777,265400,60719,48939,0.1041095847,1939660,1544777,0,,,#ProductDemo,2024-06-16 08:33:00,2024-06-16 00:00:00,8,Medium
Post_2846,TikTok,Organic,Educational,Video,USA,-95.7129,37.0902,67742,383511,89778,25397,14806,0.1766378856,428497,362788,0,6513,0.0152,#SuccessStory,2024-07-12 17:01:00,2024-07-12 00:00:00,17,Medium
Post_2847,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,47222,234349,39739,14167,4747,0.2015061768,304172,233250,0,7391,0.0243,#SuccessStory,2024-01-10 16:50:00,2024-01-10 00:00:00,16,High
Post_2848,YouTube,Organic,Product Promotion,Video,USA,-95.7129,37.0902,130147,1586196,245211,114848,65666,0.08205000622,1786196,1586196,0,,,#ProductDemo,2025-02-09 11:19:00,2025-02-09 00:00:00,11,Low
Post_2849,X.com,Organic,Product Promotion,Text,Brazil,-51.9253,-14.235,80551,629818,112810,35098,14800,0.1278969412,775412,0,0,,,#FeatureHighlight,2024-05-31 15:39:00,2024-05-31 00:00:00,15,Medium
Post_2850,Instagram,Organic,Entertainment,Video,UK,-3.436,55.3781,192946,2690382,636777,93254,82165,0.07171709159,3444930,2690382,0,,,#TrendingNow,2025-04-20 10:27:00,2025-04-20 00:00:00,10,Low
Post_2851,X.com,Organic,Product Promotion,Image,UK,-3.436,55.3781,48940,342596,61743,20492,12549,0.1428525218,397410,0,0,,,#FeatureHighlight,2024-06-14 10:22:00,2024-06-14 00:00:00,10,Medium
Post_2852,YouTube,Organic,Educational,Video,Australia,133.7751,-25.2744,164500,1027126,217383,69130,48099,0.1601562982,1262057,1027126,0,,,#CustomerStory,2024-09-23 12:17:00,2024-09-23 00:00:00,12,Medium
Post_2853,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,71739,492033,71849,17268,11075,0.1458026841,575567,433365,0,6734,0.0117,#FeatureHighlight,2024-12-02 10:17:00,2024-12-02 00:00:00,10,Medium
Post_2854,YouTube,Organic,Educational,Video,Australia,133.7751,-25.2744,743038,3040723,671119,230900,169885,0.2443622879,3904288,3040723,0,,,#CustomerStory,2025-01-29 16:25:00,2025-01-29 00:00:00,16,High
Post_2855,Instagram,Organic,Educational,Video,Germany,10.4515,51.1657,411329,2044892,271791,142942,58378,0.2011498568,2358663,2044892,0,,,#CustomerStory,2025-04-08 16:21:00,2025-04-08 00:00:00,16,High
Post_2856,TikTok,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,41752,339642,45847,18934,11165,0.1229313819,384077,0,163293,7489,0.0195,#EventRecap,2024-06-24 16:45:00,2024-06-24 00:00:00,16,Medium
Post_2857,Instagram,Sponsored,Educational,Video,Brazil,-51.9253,-14.235,388418,2145349,497185,85371,57235,0.1810513951,2606846,2145349,0,,,#CustomerStory,2024-05-22 11:50:00,2024-05-22 00:00:00,11,Medium
Post_2858,YouTube,Organic,Event / Webinar,Live Stream,UK,-3.436,55.3781,297502,2770302,469564,174552,143460,0.1073899408,3463601,0,1913391,,,#WebinarReplay,2025-01-02 15:12:00,2025-01-02 00:00:00,15,Medium
Post_2859,YouTube,Organic,Educational,Live Stream,Brazil,-51.9253,-14.235,45380,239338,43711,8505,7552,0.1896100827,273222,0,1094845,,,#CustomerStory,2024-03-04 16:03:00,2024-03-04 00:00:00,16,Medium
Post_2860,X.com,Organic,Event / Webinar,Text,UK,-3.436,55.3781,31321,204837,23900,6471,9478,0.1529086265,250321,0,0,,,#EventRecap,2024-11-18 10:18:00,2024-11-18 00:00:00,10,Medium
Post_2861,TikTok,Organic,Event / Webinar,Live Stream,UK,-3.436,55.3781,22409,171696,24666,6262,9223,0.1305194335,214513,0,100381,3432,0.016,#EventRecap,2024-06-10 11:48:00,2024-06-10 00:00:00,11,Medium
Post_2862,Instagram,Sponsored,Entertainment,Video,Japan,138.2529,36.2048,209624,2244204,339315,175790,98220,0.09340720606,2828215,2244204,0,,,#TrendingNow,2025-01-02 10:54:00,2025-01-02 00:00:00,10,Medium
Post_2863,YouTube,Organic,Educational,Video,Germany,10.4515,51.1657,28627,166134,36148,10681,7848,0.1723170734,201109,145974,0,,,#CustomerStory,2025-03-19 09:34:00,2025-03-19 00:00:00,9,Medium
Post_2864,TikTok,Sponsored,Educational,Video,Australia,133.7751,-25.2744,43515,181909,33568,12148,5602,0.2392137755,212934,161694,0,4599,0.0216,#SuccessStory,2025-02-16 11:36:00,2025-02-16 00:00:00,11,High
